Team,Position,Name,Minutes_played,Games_played,Yellow_Cards,Red_Cards,Goals_scored,Penalties_scored,Own_goals,Tackles,Shots,Assists,Passes,Goals_per_Match,Cards_per_Match,Passing_Efficiency,Set
Real Betis,Forward,Sergio León,632.0,16,1,0,0,0,0,0,10,1,99.0,0.0,0.0625,0.15664556962025317,Test
Rayo Vallecano,Forward,M. L. S. Trejo,1.7719999999999998,26,5,1,1,1,0,2,15,4,840.0,0.038461538461538464,0.23076923076923078,474.0406320541761,Test
Valencia CF,Midfielder,Kondogbia,1.244,19,1,0,1,0,0,7,16,1,744.0,0.05263157894736842,0.05263157894736842,598.0707395498392,Test
CD Leganés,Midfielder,Recio,1.287,18,9,0,0,0,0,2,8,0,651.0,0.0,0.5,505.82750582750583,Test
Real Madrid,Midfielder,Álvaro Fidalgo,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Valencia CF,Midfielder,Parejo,3.062,36,6,1,9,5,0,7,36,7,2.215,0.25,0.19444444444444445,0.7233834095362508,Test
Rayo Vallecano,Midfielder,Gorka,285.0,5,1,0,0,0,0,1,0,0,142.0,0.0,0.2,0.4982456140350877,Test
Levante UD,Forward,Dwamena,213.0,12,0,0,0,0,0,1,4,1,41.0,0.0,0.0,0.19248826291079812,Test
RCD Espanyol,Defender,Adrià Pedrosa,760.0,12,1,0,1,0,0,4,5,0,228.0,0.08333333333333333,0.08333333333333333,0.3,Test
Girona FC,Midfielder,Pedro Porro,2.212,32,3,0,0,0,0,2,17,4,865.0,0.0,0.09375,391.04882459312836,Test
CD Leganés,Midfielder,Óscar,2.515,31,5,0,4,0,0,2,46,3,950.0,0.12903225806451613,0.16129032258064516,377.7335984095427,Test
Rayo Vallecano,Defender,Álex Moreno,3.139,36,5,0,1,0,0,9,16,1,1.1,0.027777777777777776,0.1388888888888889,0.35043007327174264,Test
Levante UD,Midfielder,J. Morales,3.197,37,7,0,12,3,0,1,48,5,695.0,0.32432432432432434,0.1891891891891892,217.3913043478261,Test
R. Valladolid CF,Forward,Sergi Guardiola,1.544,20,0,0,3,0,0,0,37,1,357.0,0.15,0.0,231.21761658031087,Test
CD Leganés,Defender,J. Silva,2.7,30,9,0,3,0,0,2,19,6,887.0,0.1,0.3,328.5185185185185,Test
R. Valladolid CF,Forward,Duje Cop,679.0,18,2,0,0,0,0,3,12,0,169.0,0.0,0.1111111111111111,0.24889543446244478,Test
CD Leganés,Goalkeeper,Andriy Lunin,364.0,5,0,0,0,0,0,0,0,0,105.0,0.0,0.0,0.28846153846153844,Test
R. Valladolid CF,Defender,Antoñito,1.854,30,5,0,2,0,0,8,6,1,650.0,0.06666666666666667,0.16666666666666666,350.5933117583603,Test
SD Eibar,Defender,J. Calavera,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
D. Alavés,Midfielder,Manu,2.325,34,6,0,1,0,1,7,24,1,933.0,0.029411764705882353,0.17647058823529413,401.2903225806451,Test
CD Leganés,Forward,Santos,552.0,16,4,0,1,0,0,1,14,3,94.0,0.0625,0.25,0.17028985507246377,Test
R. Valladolid CF,Defender,Moyano,2.106,27,3,0,0,0,0,9,5,0,714.0,0.0,0.1111111111111111,339.03133903133903,Test
Real Madrid,Goalkeeper,Navas,900.0,10,1,0,0,0,0,0,0,0,236.0,0.0,0.1,0.26222222222222225,Test
Atlético de Madrid,Defender,Filipe Luis,2.037,27,4,0,2,0,0,3,10,2,1.287,0.07407407407407407,0.14814814814814814,0.6318114874815906,Test
Villarreal CF,Midfielder,Andrei Ratiu,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
FC Barcelona,Midfielder,Coutinho,2.022,34,2,0,5,0,0,2,47,2,1.388,0.14705882352941177,0.058823529411764705,0.6864490603363007,Test
Athletic Club,Goalkeeper,Hodei Oleaga,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Test
Athletic Club,Midfielder,Nolaskoain,465.0,8,2,1,2,0,0,6,4,0,276.0,0.25,0.375,0.5935483870967742,Test
Real Madrid,Defender,Marcelo,1.841,23,6,0,2,0,0,2,27,2,1.324,0.08695652173913043,0.2608695652173913,0.7191743617599131,Test
Athletic Club,Midfielder,Unai López,325.0,7,1,0,0,0,0,3,3,0,242.0,0.0,0.14285714285714285,0.7446153846153846,Test
SD Eibar,Midfielder,Escalante,1.7819999999999998,32,6,0,4,0,0,2,16,1,756.0,0.125,0.1875,424.2424242424243,Test
R. Valladolid CF,Forward,Stiven ,36.0,2,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.16666666666666666,Test
